t_ms,neuron_id,field,value
824,17,Vm_mV,-60.0
824,18,Vm_mV,-60.0
824,19,Vm_mV,-60.0
824,20,Vm_mV,-60.0
824,21,Vm_mV,-60.0
824,22,Vm_mV,-60.0
824,23,Vm_mV,-60.0
824,24,Vm_mV,-60.0
824,25,Vm_mV,-60.0
824,26,Vm_mV,-60.0
824,27,Vm_mV,-60.0
824,28,Vm_mV,-60.0
824,29,Vm_mV,-60.0
824,30,Vm_mV,-60.0
824,31,Vm_mV,-60.0
824,32,Vm_mV,-60.0
824,33,Vm_mV,-60.0
824,34,Vm_mV,-60.0
825,0,Vm_mV,-60.0
825,1,Vm_mV,-60.0
825,2,Vm_mV,-60.0
825,3,Vm_mV,-60.0
825,4,Vm_mV,-60.0
825,5,Vm_mV,-60.0
825,6,Vm_mV,-60.0
825,7,Vm_mV,-60.0
825,8,Vm_mV,-60.0
825,9,Vm_mV,-60.0
825,10,Vm_mV,-60.0
825,11,Vm_mV,-60.0
825,12,Vm_mV,-60.0
825,13,Vm_mV,-60.0
825,14,Vm_mV,-60.0
825,15,Vm_mV,-60.0
825,16,Vm_mV,-60.0
825,17,Vm_mV,-60.0
825,18,Vm_mV,-60.0
825,19,Vm_mV,-60.0
825,20,Vm_mV,-60.0
825,21,Vm_mV,-60.0
825,22,Vm_mV,-60.0
825,23,Vm_mV,-60.0
825,24,Vm_mV,-60.0
825,25,Vm_mV,-60.0
825,26,Vm_mV,-60.0
825,27,Vm_mV,-60.0
825,28,Vm_mV,-60.0
825,29,Vm_mV,-60.0
825,30,Vm_mV,-60.0
825,31,Vm_mV,-60.0
825,32,Vm_mV,-60.0
825,33,Vm_mV,-60.0
825,34,Vm_mV,-60.0
826,0,Vm_mV,-60.0
826,1,Vm_mV,-60.0
826,2,Vm_mV,-60.0
826,3,Vm_mV,-60.0
826,4,Vm_mV,-60.0
826,5,Vm_mV,-60.0
826,6,Vm_mV,-60.0
826,7,Vm_mV,-60.0
826,8,Vm_mV,-60.0
826,9,Vm_mV,-60.0
826,10,Vm_mV,-60.0
826,11,Vm_mV,-60.0
826,12,Vm_mV,-60.0
826,13,Vm_mV,-60.0
826,14,Vm_mV,-60.0
826,15,Vm_mV,-60.0
826,16,Vm_mV,-60.0
826,17,Vm_mV,-60.0
826,18,Vm_mV,-60.0
826,19,Vm_mV,-60.0
826,20,Vm_mV,-60.0
826,21,Vm_mV,-60.0
826,22,Vm_mV,-60.0
826,23,Vm_mV,-60.0
826,24,Vm_mV,-60.0
826,25,Vm_mV,-60.0
826,26,Vm_mV,-60.0
826,27,Vm_mV,-60.0
826,28,Vm_mV,-60.0
826,29,Vm_mV,-60.0
826,30,Vm_mV,-60.0
826,31,Vm_mV,-60.0
826,32,Vm_mV,-60.0
826,33,Vm_mV,-60.0
826,34,Vm_mV,-60.0
827,0,Vm_mV,-60.0
827,1,Vm_mV,-60.0
827,2,Vm_mV,-60.0
827,3,Vm_mV,-60.0
827,4,Vm_mV,-60.0
827,5,Vm_mV,-60.0
827,6,Vm_mV,-60.0
827,7,Vm_mV,-60.0
827,8,Vm_mV,-60.0
827,9,Vm_mV,-60.0
827,10,Vm_mV,-60.0
827,11,Vm_mV,-60.0
827,12,Vm_mV,-60.0
827,13,Vm_mV,-60.0
827,14,Vm_mV,-60.0
827,15,Vm_mV,-60.0
827,16,Vm_mV,-60.0
827,17,Vm_mV,-60.0
827,18,Vm_mV,-60.0
827,19,Vm_mV,-60.0
827,20,Vm_mV,-60.0
827,21,Vm_mV,-60.0
827,22,Vm_mV,-60.0
827,23,Vm_mV,-60.0
827,24,Vm_mV,-60.0
827,25,Vm_mV,-60.0
827,26,Vm_mV,-60.0
827,27,Vm_mV,-60.0
827,28,Vm_mV,-60.0
827,29,Vm_mV,-60.0
827,30,Vm_mV,-60.0
827,31,Vm_mV,-60.0
827,32,Vm_mV,-60.0
827,33,Vm_mV,-60.0
827,34,Vm_mV,-60.0
828,0,Vm_mV,-60.0
828,1,Vm_mV,-60.0
828,2,Vm_mV,-60.0
828,3,Vm_mV,-60.0
828,4,Vm_mV,-60.0
828,5,Vm_mV,-60.0
828,6,Vm_mV,-60.0
828,7,Vm_mV,-60.0
828,8,Vm_mV,-60.0
828,9,Vm_mV,-60.0
828,10,Vm_mV,-60.0
828,11,Vm_mV,-60.0
828,12,Vm_mV,-60.0
828,13,Vm_mV,-60.0
828,14,Vm_mV,-60.0
828,15,Vm_mV,-60.0
828,16,Vm_mV,-60.0
828,17,Vm_mV,-60.0
828,18,Vm_mV,-60.0
828,19,Vm_mV,-60.0
828,20,Vm_mV,-60.0
828,21,Vm_mV,-60.0
828,22,Vm_mV,-60.0
828,23,Vm_mV,-60.0
828,24,Vm_mV,-60.0
828,25,Vm_mV,-60.0
828,26,Vm_mV,-60.0
828,27,Vm_mV,-60.0
828,28,Vm_mV,-60.0
828,29,Vm_mV,-60.0
828,30,Vm_mV,-60.0
828,31,Vm_mV,-60.0
828,32,Vm_mV,-60.0
828,33,Vm_mV,-60.0
828,34,Vm_mV,-60.0
829,0,Vm_mV,-60.0
829,1,Vm_mV,-60.0
829,2,Vm_mV,-60.0
829,3,Vm_mV,-60.0
829,4,Vm_mV,-60.0
829,5,Vm_mV,-60.0
829,6,Vm_mV,-60.0
829,7,Vm_mV,-60.0
829,8,Vm_mV,-60.0
829,9,Vm_mV,-60.0
829,10,Vm_mV,-60.0
829,11,Vm_mV,-60.0
829,12,Vm_mV,-60.0
829,13,Vm_mV,-60.0
829,14,Vm_mV,-60.0
829,15,Vm_mV,-60.0
829,16,Vm_mV,-60.0
829,17,Vm_mV,-60.0
829,18,Vm_mV,-60.0
829,19,Vm_mV,-60.0
829,20,Vm_mV,-60.0
829,21,Vm_mV,-60.0
829,22,Vm_mV,-60.0
829,23,Vm_mV,-60.0
829,24,Vm_mV,-60.0
829,25,Vm_mV,-60.0
829,26,Vm_mV,-60.0
829,27,Vm_mV,-60.0
829,28,Vm_mV,-60.0
829,29,Vm_mV,-60.0
829,30,Vm_mV,-60.0
829,31,Vm_mV,-60.0
829,32,Vm_mV,-60.0
829,33,Vm_mV,-60.0
829,34,Vm_mV,-60.0
830,0,Vm_mV,-60.0
830,1,Vm_mV,-60.0
830,2,Vm_mV,-60.0
830,3,Vm_mV,-60.0
830,4,Vm_mV,-60.0
830,5,Vm_mV,-60.0
830,6,Vm_mV,-60.0
830,7,Vm_mV,-60.0
830,8,Vm_mV,-60.0
830,9,Vm_mV,-60.0
830,10,Vm_mV,-60.0
830,11,Vm_mV,-60.0
830,12,Vm_mV,-60.0
830,13,Vm_mV,-60.0
830,14,Vm_mV,-60.0
830,15,Vm_mV,-60.0
830,16,Vm_mV,-60.0
830,17,Vm_mV,-60.0
830,18,Vm_mV,-60.0
830,19,Vm_mV,-60.0
830,20,Vm_mV,-60.0
830,21,Vm_mV,-60.0
830,22,Vm_mV,-60.0
830,23,Vm_mV,-60.0
830,24,Vm_mV,-60.0
830,25,Vm_mV,-60.0
830,26,Vm_mV,-60.0
830,27,Vm_mV,-60.0
830,28,Vm_mV,-60.0
830,29,Vm_mV,-60.0
830,30,Vm_mV,-60.0
830,31,Vm_mV,-60.0
830,32,Vm_mV,-60.0
830,33,Vm_mV,-60.0
830,34,Vm_mV,-60.0
831,0,Vm_mV,-60.0
831,1,Vm_mV,-60.0
831,2,Vm_mV,-60.0
831,3,Vm_mV,-60.0
831,4,Vm_mV,-60.0
831,5,Vm_mV,-60.0
831,6,Vm_mV,-60.0
831,7,Vm_mV,-60.0
831,8,Vm_mV,-60.0
831,9,Vm_mV,-60.0
831,10,Vm_mV,-60.0
831,11,Vm_mV,-60.0
831,12,Vm_mV,-60.0
831,13,Vm_mV,-60.0
831,14,Vm_mV,-60.0
831,15,Vm_mV,-60.0
831,16,Vm_mV,-60.0
831,17,Vm_mV,-60.0
831,18,Vm_mV,-60.0
831,19,Vm_mV,-60.0
831,20,Vm_mV,-60.0
831,21,Vm_mV,-60.0
831,22,Vm_mV,-60.0
831,23,Vm_mV,-60.0
831,24,Vm_mV,-60.0
831,25,Vm_mV,-60.0
831,26,Vm_mV,-60.0
831,27,Vm_mV,-60.0
831,28,Vm_mV,-60.0
831,29,Vm_mV,-60.0
831,30,Vm_mV,-60.0
831,31,Vm_mV,-60.0
831,32,Vm_mV,-60.0
831,33,Vm_mV,-60.0
831,34,Vm_mV,-60.0
832,0,Vm_mV,-60.0
832,1,Vm_mV,-60.0
832,2,Vm_mV,-60.0
832,3,Vm_mV,-60.0
832,4,Vm_mV,-60.0
832,5,Vm_mV,-60.0
832,6,Vm_mV,-60.0
832,7,Vm_mV,-60.0
832,8,Vm_mV,-60.0
832,9,Vm_mV,-60.0
832,10,Vm_mV,-60.0
832,11,Vm_mV,-60.0
832,12,Vm_mV,-60.0
832,13,Vm_mV,-60.0
832,14,Vm_mV,-60.0
832,15,Vm_mV,-60.0
832,16,Vm_mV,-60.0
832,17,Vm_mV,-60.0
832,18,Vm_mV,-60.0
832,19,Vm_mV,-60.0
832,20,Vm_mV,-60.0
832,21,Vm_mV,-60.0
832,22,Vm_mV,-60.0
832,23,Vm_mV,-60.0
832,24,Vm_mV,-60.0
832,25,Vm_mV,-60.0
832,26,Vm_mV,-60.0
832,27,Vm_mV,-60.0
832,28,Vm_mV,-60.0
832,29,Vm_mV,-60.0
832,30,Vm_mV,-60.0
832,31,Vm_mV,-60.0
832,32,Vm_mV,-60.0
832,33,Vm_mV,-60.0
832,34,Vm_mV,-60.0
833,0,Vm_mV,-60.0
833,1,Vm_mV,-60.0
833,2,Vm_mV,-60.0
833,3,Vm_mV,-60.0
833,4,Vm_mV,-60.0
833,5,Vm_mV,-60.0
833,6,Vm_mV,-60.0
833,7,Vm_mV,-60.0
833,8,Vm_mV,-60.0
833,9,Vm_mV,-60.0
833,10,Vm_mV,-60.0
833,11,Vm_mV,-60.0
833,12,Vm_mV,-60.0
833,13,Vm_mV,-60.0
833,14,Vm_mV,-60.0
833,15,Vm_mV,-60.0
833,16,Vm_mV,-60.0
833,17,Vm_mV,-60.0
833,18,Vm_mV,-60.0
833,19,Vm_mV,-60.0
833,20,Vm_mV,-60.0
833,21,Vm_mV,-60.0
833,22,Vm_mV,-60.0
833,23,Vm_mV,-60.0
833,24,Vm_mV,-60.0
833,25,Vm_mV,-60.0
833,26,Vm_mV,-60.0
833,27,Vm_mV,-60.0
833,28,Vm_mV,-60.0
833,29,Vm_mV,-60.0
833,30,Vm_mV,-60.0
833,31,Vm_mV,-60.0
833,32,Vm_mV,-60.0
833,33,Vm_mV,-60.0
833,34,Vm_mV,-60.0
834,0,Vm_mV,-60.0
834,1,Vm_mV,-60.0
834,2,Vm_mV,-60.0
834,3,Vm_mV,-60.0
834,4,Vm_mV,-60.0
834,5,Vm_mV,-60.0
834,6,Vm_mV,-60.0
834,7,Vm_mV,-60.0
834,8,Vm_mV,-60.0
834,9,Vm_mV,-60.0
834,10,Vm_mV,-60.0
834,11,Vm_mV,-60.0
834,12,Vm_mV,-60.0
834,13,Vm_mV,-60.0
834,14,Vm_mV,-60.0
834,15,Vm_mV,-60.0
834,16,Vm_mV,-60.0
834,17,Vm_mV,-60.0
834,18,Vm_mV,-60.0
834,19,Vm_mV,-60.0
834,20,Vm_mV,-60.0
834,21,Vm_mV,-60.0
834,22,Vm_mV,-60.0
834,23,Vm_mV,-60.0
834,24,Vm_mV,-60.0
834,25,Vm_mV,-60.0
834,26,Vm_mV,-60.0
834,27,Vm_mV,-60.0
834,28,Vm_mV,-60.0
834,29,Vm_mV,-60.0
834,30,Vm_mV,-60.0
834,31,Vm_mV,-60.0
834,32,Vm_mV,-60.0
834,33,Vm_mV,-60.0
834,34,Vm_mV,-60.0
835,0,Vm_mV,-60.0
835,1,Vm_mV,-60.0
835,2,Vm_mV,-60.0
835,3,Vm_mV,-60.0
835,4,Vm_mV,-60.0
835,5,Vm_mV,-60.0
835,6,Vm_mV,-60.0
835,7,Vm_mV,-60.0
835,8,Vm_mV,-60.0
835,9,Vm_mV,-60.0
835,10,Vm_mV,-60.0
835,11,Vm_mV,-60.0
835,12,Vm_mV,-60.0
835,13,Vm_mV,-60.0
835,14,Vm_mV,-60.0
835,15,Vm_mV,-60.0
835,16,Vm_mV,-60.0
835,17,Vm_mV,-60.0
835,18,Vm_mV,-60.0
835,19,Vm_mV,-60.0
835,20,Vm_mV,-60.0
835,21,Vm_mV,-60.0
835,22,Vm_mV,-60.0
835,23,Vm_mV,-60.0
835,24,Vm_mV,-60.0
835,25,Vm_mV,-60.0
835,26,Vm_mV,-60.0
835,27,Vm_mV,-60.0
835,28,Vm_mV,-60.0
835,29,Vm_mV,-60.0
835,30,Vm_mV,-60.0
835,31,Vm_mV,-60.0
835,32,Vm_mV,-60.0
835,33,Vm_mV,-60.0
835,34,Vm_mV,-60.0
836,0,Vm_mV,-60.0
836,1,Vm_mV,-60.0
836,2,Vm_mV,-60.0
836,3,Vm_mV,-60.0
836,4,Vm_mV,-60.0
836,5,Vm_mV,-60.0
836,6,Vm_mV,-60.0
836,7,Vm_mV,-60.0
836,8,Vm_mV,-60.0
836,9,Vm_mV,-60.0
836,10,Vm_mV,-60.0
836,11,Vm_mV,-60.0
836,12,Vm_mV,-60.0
836,13,Vm_mV,-60.0
836,14,Vm_mV,-60.0
836,15,Vm_mV,-60.0
836,16,Vm_mV,-60.0
836,17,Vm_mV,-60.0
836,18,Vm_mV,-60.0
836,19,Vm_mV,-60.0
836,20,Vm_mV,-60.0
836,21,Vm_mV,-60.0
836,22,Vm_mV,-60.0
836,23,Vm_mV,-60.0
836,24,Vm_mV,-60.0
836,25,Vm_mV,-60.0
836,26,Vm_mV,-60.0
836,27,Vm_mV,-60.0
836,28,Vm_mV,-60.0
836,29,Vm_mV,-60.0
836,30,Vm_mV,-60.0
836,31,Vm_mV,-60.0
836,32,Vm_mV,-60.0
836,33,Vm_mV,-60.0
836,34,Vm_mV,-60.0
837,0,Vm_mV,-60.0
837,1,Vm_mV,-60.0
837,2,Vm_mV,-60.0
837,3,Vm_mV,-60.0
837,4,Vm_mV,-60.0
837,5,Vm_mV,-60.0
837,6,Vm_mV,-60.0
837,7,Vm_mV,-60.0
837,8,Vm_mV,-60.0
837,9,Vm_mV,-60.0
837,10,Vm_mV,-60.0
837,11,Vm_mV,-60.0
837,12,Vm_mV,-60.0
837,13,Vm_mV,-60.0
837,14,Vm_mV,-60.0
837,15,Vm_mV,-60.0
837,16,Vm_mV,-60.0
837,17,Vm_mV,-60.0
837,18,Vm_mV,-60.0
837,19,Vm_mV,-60.0
837,20,Vm_mV,-60.0
837,21,Vm_mV,-60.0
837,22,Vm_mV,-60.0
837,23,Vm_mV,-60.0
837,24,Vm_mV,-60.0
837,25,Vm_mV,-60.0
837,26,Vm_mV,-60.0
837,27,Vm_mV,-60.0
837,28,Vm_mV,-60.0
837,29,Vm_mV,-60.0
837,30,Vm_mV,-60.0
837,31,Vm_mV,-60.0
837,32,Vm_mV,-60.0
837,33,Vm_mV,-60.0
837,34,Vm_mV,-60.0
838,0,Vm_mV,-60.0
838,1,Vm_mV,-60.0
838,2,Vm_mV,-60.0
838,3,Vm_mV,-60.0
838,4,Vm_mV,-60.0
838,5,Vm_mV,-60.0
838,6,Vm_mV,-60.0
838,7,Vm_mV,-60.0
838,8,Vm_mV,-60.0
838,9,Vm_mV,-60.0
838,10,Vm_mV,-60.0
838,11,Vm_mV,-60.0
838,12,Vm_mV,-60.0
838,13,Vm_mV,-60.0
838,14,Vm_mV,-60.0
838,15,Vm_mV,-60.0
838,16,Vm_mV,-60.0
838,17,Vm_mV,-60.0
838,18,Vm_mV,-60.0
838,19,Vm_mV,-60.0
838,20,Vm_mV,-60.0
838,21,Vm_mV,-60.0
838,22,Vm_mV,-60.0
838,23,Vm_mV,-60.0
838,24,Vm_mV,-60.0
838,25,Vm_mV,-60.0
838,26,Vm_mV,-60.0
838,27,Vm_mV,-60.0
838,28,Vm_mV,-60.0
838,29,Vm_mV,-60.0
838,30,Vm_mV,-60.0
838,31,Vm_mV,-60.0
838,32,Vm_mV,-60.0
838,33,Vm_mV,-60.0
838,34,Vm_mV,-60.0
839,0,Vm_mV,-60.0
839,1,Vm_mV,-60.0
839,2,Vm_mV,-60.0
839,3,Vm_mV,-60.0
839,4,Vm_mV,-60.0
839,5,Vm_mV,-60.0
839,6,Vm_mV,-60.0
839,7,Vm_mV,-60.0
839,8,Vm_mV,-60.0
839,9,Vm_mV,-60.0
839,10,Vm_mV,-60.0
839,11,Vm_mV,-60.0
839,12,Vm_mV,-60.0
839,13,Vm_mV,-60.0
839,14,Vm_mV,-60.0
839,15,Vm_mV,-60.0
839,16,Vm_mV,-60.0
839,17,Vm_mV,-60.0
839,18,Vm_mV,-60.0
839,19,Vm_mV,-60.0
839,20,Vm_mV,-60.0
839,21,Vm_mV,-60.0
839,22,Vm_mV,-60.0
839,23,Vm_mV,-60.0
839,24,Vm_mV,-60.0
839,25,Vm_mV,-60.0
839,26,Vm_mV,-60.0
839,27,Vm_mV,-60.0
839,28,Vm_mV,-60.0
839,29,Vm_mV,-60.0
839,30,Vm_mV,-60.0
839,31,Vm_mV,-60.0
839,32,Vm_mV,-60.0
839,33,Vm_mV,-60.0
839,34,Vm_mV,-60.0
840,0,Vm_mV,-60.0
840,1,Vm_mV,-60.0
840,2,Vm_mV,-60.0
840,3,Vm_mV,-60.0
840,4,Vm_mV,-60.0
840,5,Vm_mV,-60.0
840,6,Vm_mV,-60.0
840,7,Vm_mV,-60.0
840,8,Vm_mV,-60.0
840,9,Vm_mV,-60.0
840,10,Vm_mV,-60.0
840,11,Vm_mV,-60.0
840,12,Vm_mV,-60.0
840,13,Vm_mV,-60.0
840,14,Vm_mV,-60.0
840,15,Vm_mV,-60.0
840,16,Vm_mV,-60.0
840,17,Vm_mV,-60.0
840,18,Vm_mV,-60.0
840,19,Vm_mV,-60.0
840,20,Vm_mV,-60.0
840,21,Vm_mV,-60.0
840,22,Vm_mV,-60.0
840,23,Vm_mV,-60.0
840,24,Vm_mV,-60.0
840,25,Vm_mV,-60.0
840,26,Vm_mV,-60.0
840,27,Vm_mV,-60.0
840,28,Vm_mV,-60.0
840,29,Vm_mV,-60.0
840,30,Vm_mV,-60.0
840,31,Vm_mV,-60.0
840,32,Vm_mV,-60.0
840,33,Vm_mV,-60.0
840,34,Vm_mV,-60.0
841,0,Vm_mV,-60.0
841,1,Vm_mV,-60.0
841,2,Vm_mV,-60.0
841,3,Vm_mV,-60.0
841,4,Vm_mV,-60.0
841,5,Vm_mV,-60.0
841,6,Vm_mV,-60.0
841,7,Vm_mV,-60.0
841,8,Vm_mV,-60.0
841,9,Vm_mV,-60.0
841,10,Vm_mV,-60.0
841,11,Vm_mV,-60.0
841,12,Vm_mV,-60.0
841,13,Vm_mV,-60.0
841,14,Vm_mV,-60.0
841,15,Vm_mV,-60.0
841,16,Vm_mV,-60.0
841,17,Vm_mV,-60.0
841,18,Vm_mV,-60.0
841,19,Vm_mV,-60.0
841,20,Vm_mV,-60.0
841,21,Vm_mV,-60.0
841,22,Vm_mV,-60.0
841,23,Vm_mV,-60.0
841,24,Vm_mV,-60.0
841,25,Vm_mV,-60.0
841,26,Vm_mV,-60.0
841,27,Vm_mV,-60.0
841,28,Vm_mV,-60.0
841,29,Vm_mV,-60.0
841,30,Vm_mV,-60.0
841,31,Vm_mV,-60.0
841,32,Vm_mV,-60.0
841,33,Vm_mV,-60.0
841,34,Vm_mV,-60.0
842,0,Vm_mV,-60.0
842,1,Vm_mV,-60.0
842,2,Vm_mV,-60.0
842,3,Vm_mV,-60.0
842,4,Vm_mV,-60.0
842,5,Vm_mV,-60.0
842,6,Vm_mV,-60.0
842,7,Vm_mV,-60.0
842,8,Vm_mV,-60.0
842,9,Vm_mV,-60.0
842,10,Vm_mV,-60.0
842,11,Vm_mV,-60.0
842,12,Vm_mV,-60.0
842,13,Vm_mV,-60.0
842,14,Vm_mV,-60.0
842,15,Vm_mV,-60.0
842,16,Vm_mV,-60.0
842,17,Vm_mV,-60.0
842,18,Vm_mV,-60.0
842,19,Vm_mV,-60.0
842,20,Vm_mV,-60.0
842,21,Vm_mV,-60.0
842,22,Vm_mV,-60.0
842,23,Vm_mV,-60.0
842,24,Vm_mV,-60.0
842,25,Vm_mV,-60.0
842,26,Vm_mV,-60.0
842,27,Vm_mV,-60.0
842,28,Vm_mV,-60.0
842,29,Vm_mV,-60.0
842,30,Vm_mV,-60.0
842,31,Vm_mV,-60.0
842,32,Vm_mV,-60.0
842,33,Vm_mV,-60.0
842,34,Vm_mV,-60.0
843,0,Vm_mV,-60.0
843,1,Vm_mV,-60.0
843,2,Vm_mV,-60.0
843,3,Vm_mV,-60.0
843,4,Vm_mV,-60.0
843,5,Vm_mV,-60.0
843,6,Vm_mV,-60.0
843,7,Vm_mV,-60.0
843,8,Vm_mV,-60.0
843,9,Vm_mV,-60.0
843,10,Vm_mV,-60.0
843,11,Vm_mV,-60.0
843,12,Vm_mV,-60.0
843,13,Vm_mV,-60.0
843,14,Vm_mV,-60.0
843,15,Vm_mV,-60.0
843,16,Vm_mV,-60.0
843,17,Vm_mV,-60.0
843,18,Vm_mV,-60.0
843,19,Vm_mV,-60.0
843,20,Vm_mV,-60.0
843,21,Vm_mV,-60.0
843,22,Vm_mV,-60.0
843,23,Vm_mV,-60.0
843,24,Vm_mV,-60.0
843,25,Vm_mV,-60.0
843,26,Vm_mV,-60.0
843,27,Vm_mV,-60.0
843,28,Vm_mV,-60.0
843,29,Vm_mV,-60.0
843,30,Vm_mV,-60.0
843,31,Vm_mV,-60.0
843,32,Vm_mV,-60.0
843,33,Vm_mV,-60.0
843,34,Vm_mV,-60.0
844,0,Vm_mV,-60.0
844,1,Vm_mV,-60.0
844,2,Vm_mV,-60.0
844,3,Vm_mV,-60.0
844,4,Vm_mV,-60.0
844,5,Vm_mV,-60.0
844,6,Vm_mV,-60.0
844,7,Vm_mV,-60.0
844,8,Vm_mV,-60.0
844,9,Vm_mV,-60.0
844,10,Vm_mV,-60.0
844,11,Vm_mV,-60.0
844,12,Vm_mV,-60.0
844,13,Vm_mV,-60.0
844,14,Vm_mV,-60.0
844,15,Vm_mV,-60.0
844,16,Vm_mV,-60.0
844,17,Vm_mV,-60.0
844,18,Vm_mV,-60.0
844,19,Vm_mV,-60.0
844,20,Vm_mV,-60.0
844,21,Vm_mV,-60.0
844,22,Vm_mV,-60.0
844,23,Vm_mV,-60.0
844,24,Vm_mV,-60.0
844,25,Vm_mV,-60.0
844,26,Vm_mV,-60.0
844,27,Vm_mV,-60.0
844,28,Vm_mV,-60.0
844,29,Vm_mV,-60.0
844,30,Vm_mV,-60.0
844,31,Vm_mV,-60.0
844,32,Vm_mV,-60.0
844,33,Vm_mV,-60.0
844,34,Vm_mV,-60.0
845,0,Vm_mV,-60.0
845,1,Vm_mV,-60.0
845,2,Vm_mV,-60.0
845,3,Vm_mV,-60.0
845,4,Vm_mV,-60.0
845,5,Vm_mV,-60.0
845,6,Vm_mV,-60.0
845,7,Vm_mV,-60.0
845,8,Vm_mV,-60.0
845,9,Vm_mV,-60.0
845,10,Vm_mV,-60.0
845,11,Vm_mV,-60.0
845,12,Vm_mV,-60.0
845,13,Vm_mV,-60.0
845,14,Vm_mV,-60.0
845,15,Vm_mV,-60.0
845,16,Vm_mV,-60.0
845,17,Vm_mV,-60.0
845,18,Vm_mV,-60.0
845,19,Vm_mV,-60.0
845,20,Vm_mV,-60.0
845,21,Vm_mV,-60.0
845,22,Vm_mV,-60.0
845,23,Vm_mV,-60.0
845,24,Vm_mV,-60.0
845,25,Vm_mV,-60.0
845,26,Vm_mV,-60.0
845,27,Vm_mV,-60.0
845,28,Vm_mV,-60.0
845,29,Vm_mV,-60.0
845,30,Vm_mV,-60.0
845,31,Vm_mV,-60.0
845,32,Vm_mV,-60.0
845,33,Vm_mV,-60.0
845,34,Vm_mV,-60.0
846,0,Vm_mV,-60.0
846,1,Vm_mV,-60.0
846,2,Vm_mV,-60.0
846,3,Vm_mV,-60.0
846,4,Vm_mV,-60.0
846,5,Vm_mV,-60.0
846,6,Vm_mV,-60.0
846,7,Vm_mV,-60.0
846,8,Vm_mV,-60.0
846,9,Vm_mV,-60.0
846,10,Vm_mV,-60.0
846,11,Vm_mV,-60.0
846,12,Vm_mV,-60.0
846,13,Vm_mV,-60.0
846,14,Vm_mV,-60.0
846,15,Vm_mV,-60.0
846,16,Vm_mV,-60.0
846,17,Vm_mV,-60.0
846,18,Vm_mV,-60.0
846,19,Vm_mV,-60.0
846,20,Vm_mV,-60.0
846,21,Vm_mV,-60.0
846,22,Vm_mV,-60.0
846,23,Vm_mV,-60.0
846,24,Vm_mV,-60.0
846,25,Vm_mV,-60.0
846,26,Vm_mV,-60.0
846,27,Vm_mV,-60.0
846,28,Vm_mV,-60.0
846,29,Vm_mV,-60.0
846,30,Vm_mV,-60.0
846,31,Vm_mV,-60.0
846,32,Vm_mV,-60.0
846,33,Vm_mV,-60.0
846,34,Vm_mV,-60.0
847,0,Vm_mV,-60.0
847,1,Vm_mV,-60.0
847,2,Vm_mV,-60.0
847,3,Vm_mV,-60.0
847,4,Vm_mV,-60.0
847,5,Vm_mV,-60.0
847,6,Vm_mV,-60.0
847,7,Vm_mV,-60.0
847,8,Vm_mV,-60.0
847,9,Vm_mV,-60.0
847,10,Vm_mV,-60.0
847,11,Vm_mV,-60.0
847,12,Vm_mV,-60.0
847,13,Vm_mV,-60.0
847,14,Vm_mV,-60.0
847,15,Vm_mV,-60.0
847,16,Vm_mV,-60.0
847,17,Vm_mV,-60.0
847,18,Vm_mV,-60.0
847,19,Vm_mV,-60.0
847,20,Vm_mV,-60.0
847,21,Vm_mV,-60.0
847,22,Vm_mV,-60.0
847,23,Vm_mV,-60.0
847,24,Vm_mV,-60.0
847,25,Vm_mV,-60.0
847,26,Vm_mV,-60.0
847,27,Vm_mV,-60.0
847,28,Vm_mV,-60.0
847,29,Vm_mV,-60.0
847,30,Vm_mV,-60.0
847,31,Vm_mV,-60.0
847,32,Vm_mV,-60.0
847,33,Vm_mV,-60.0
847,34,Vm_mV,-60.0
848,0,Vm_mV,-60.0
848,1,Vm_mV,-60.0
848,2,Vm_mV,-60.0
848,3,Vm_mV,-60.0
848,4,Vm_mV,-60.0
848,5,Vm_mV,-60.0
848,6,Vm_mV,-60.0
848,7,Vm_mV,-60.0
848,8,Vm_mV,-60.0
848,9,Vm_mV,-60.0
848,10,Vm_mV,-60.0
848,11,Vm_mV,-60.0
848,12,Vm_mV,-60.0
848,13,Vm_mV,-60.0
848,14,Vm_mV,-60.0
848,15,Vm_mV,-60.0
848,16,Vm_mV,-60.0
848,17,Vm_mV,-60.0
848,18,Vm_mV,-60.0
848,19,Vm_mV,-60.0
848,20,Vm_mV,-60.0
848,21,Vm_mV,-60.0
848,22,Vm_mV,-60.0
848,23,Vm_mV,-60.0
848,24,Vm_mV,-60.0
848,25,Vm_mV,-60.0
848,26,Vm_mV,-60.0
848,27,Vm_mV,-60.0
848,28,Vm_mV,-60.0
848,29,Vm_mV,-60.0
848,30,Vm_mV,-60.0
848,31,Vm_mV,-60.0
848,32,Vm_mV,-60.0
848,33,Vm_mV,-60.0
848,34,Vm_mV,-60.0
849,0,Vm_mV,-60.0
849,1,Vm_mV,-60.0
849,2,Vm_mV,-60.0
849,3,Vm_mV,-60.0
849,4,Vm_mV,-60.0
849,5,Vm_mV,-60.0
849,6,Vm_mV,-60.0
849,7,Vm_mV,-60.0
849,8,Vm_mV,-60.0
849,9,Vm_mV,-60.0
849,10,Vm_mV,-60.0
849,11,Vm_mV,-60.0
849,12,Vm_mV,-60.0
849,13,Vm_mV,-60.0
849,14,Vm_mV,-60.0
849,15,Vm_mV,-60.0
